Unnamed: 0,long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment
191,Старооскольский филиал Белгородского государственного национального исследовательского университета,Старооскольский филиал БелГУ,Белгородская область,1,-1,https://tabiturient.ru/logovuz/belgu.png,https://sof.bsu.edu.ru/sof/index.php,[],[],[],[],
192,Ступинский филиал Московского авиационного института,Ступинский филиал МАИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://sfmai.ru/,"['8 (496) 644-11-60', '8 (496) 641-16-30']",[],[],['sf-mai@mai.ru'],
193,Сургутский государственный педагогический университет,СурГПУ,Ханты-Мансийский автономный округ — Югра,1,5,https://tabiturient.ru/logovuz/surgpu.png,http://www.surgpu.ru/,[],[],['office@surgpu.ru'],[],
194,Сургутский государственный университет,СурГУ,Ханты-Мансийский автономный округ — Югра,1,6,https://tabiturient.ru/logovuz/surgu.png,http://www.surgu.ru/,[],[],[],[],
195,Сызранский филиал Самарского государственного экономического университета,Сызранский филиал СГЭУ,Самарская область,1,-1,https://tabiturient.ru/logovuz/sseu.png,https://www.sseu.ru/filial/priem-na-bakalavriat,[],[],['ecun@sseu.ru'],[],
196,Сыктывкарский лесной институт - филиал Санкт-Петербургского государственного лесотехнического университета им. Кирова,Сыктывкарский лесной институт - филиал СПбГЛТУ им. Кирова,Республика Коми,1,-1,https://tabiturient.ru/logovuz/spbftu.png,https://www.sli.komi.com/,['+7 (8212) 24-56-87'],[],[],['institut@sfi.komi.com'],
197,Томский государственный архитектурно-строительный университет,ТГАСУ,Томская область,1,5,https://tabiturient.ru/logovuz/tsuab.png,https://www.tsuab.ru/,[],[],[],[],
198,Тюменский государственный институт культуры,ТГИК,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tumgik.png,http://www.tumgik.ru/,['8(3452)29-70-37'],[],[],['tgiik-rektorat@mail.ru'],
199,Тамбовский государственный музыкально-педагогический институт им. С.В. Рахманинова,ТГМПИ им. С.В. Рахманинова,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/rachmaninov.png,https://rachmaninov.ru/,[],[],['tgmpi@cult.tambov.gov.ru'],[],
0,Тихоокеанский государственный медицинский университет,ТГМУ,Приморский край,1,6,https://tabiturient.ru/logovuz/tgmu.png,https://tgmu.ru/,[],"['8(800) 200-70-73', '8(423)\xa0242-97-78']","['info@tgmu.ru', 'mail@tgmu.ru']",[],
1,Томский государственный педагогический университет,ТГПУ,Томская область,1,7,https://tabiturient.ru/logovuz/tspu.png,https://www.tspu.edu.ru/,[],[],['rector@tspu.ru'],"['rector@tspu.ru', 'pktspu@tspu.ru']",
2,Тульский государственный педагогический университет имени Л. Н. Толстого,ТГПУ им. Л.Н. Толстого,Тульская область,1,5,https://tabiturient.ru/logovuz/tsput.png,http://www.tsput.ru/,"['+7 (4872) 35-14-88', '+7 (4872) 35-40-60']",['+7 (4872) 35-91-62'],['info@tsput.ru'],['info@tsput.ru'],
3,Тверская государственная сельскохозяйственная академия,ТГСХА,Тверская область,1,3,https://tabiturient.ru/logovuz/tvgsha.png,https://www.tvgsha.ru/,['+7(960)702-11-00'],[],['mail@tvgsha.ru'],['mail@tvgsha.ru'],
4,Тамбовский государственный технический университет,ТГТУ,Тамбовская область,1,5,https://tabiturient.ru/logovuz/tstu.png,https://tstu.ru/,[],['810645370000'],"['delo@tstu.ru', 'help@tstu.ru']",['tstu@admin.tstu.ru'],
5,Национальный исследовательский Томский государственный университет,ТГУ,Томская область,1,9,https://tabiturient.ru/logovuz/tgu.png,http://www.tsu.ru/,[],[],[],['delo@mail.tsu.ru'],
6,Тамбовский государственный университет им. Г.Р. Державина,ТГУ им. Г.Р. Державина,Тамбовская область,1,6,https://tabiturient.ru/logovuz/tsutmb.png,http://www.tsutmb.ru/,[],[],[],[],
7,Технологический институт (филиал) Национального исследовательского ядерного университета МИФИ,ТИ НИЯУ МИФИ,Свердловская область,1,-1,https://tabiturient.ru/logovuz/mephi.png,http://mephi3.ru/,[],[],[],[],
8,Опорный Тюменский индустриальный университет,ТИУ,Тюменская область,1,6,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/,[],[],"['general@tyuiu.ru', 'priemcom@tyuiu.ru']","['priemcom@tyuiu.ru', 'general@tyuiu.ru']",
9,Тихоокеанский государственный университет,ТОГУ,Хабаровский край,1,6,https://tabiturient.ru/logovuz/pnu.png,https://pnu.edu.ru/,[],[],[],[],
10,Национальный исследовательский Томский политехнический университет,ТПУ,Томская область,1,8,https://tabiturient.ru/logovuz/tpu.png,https://tpu.ru/,['+7 (3822) 60-99-09'],[],[],['abiturient@tpu.ru'],
11,Трехгорный технологический институт (филиал) Национального исследовательского ядерного университета МИФИ,ТТИ НИЯУ МИФИ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/ttimephi.png,https://tti-mephi.ru/,[],[],[],[],
12,Томский государственный университет систем управления и радиоэлектроники,ТУСУР,Томская область,1,6,https://tabiturient.ru/logovuz/tusur.png,https://tusur.ru/,[],[],['office@tusur.ru'],[],
13,Тамбовский филиал Мичуринского государственного аграрного университета,Тамбовский филиал МичГАУ,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/mgau.png,https://www.mgau.ru/,[],[],['info@mgau.ru'],[],
14,Тамбовский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Тамбовский филиал РАНХиГС,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/tmb_ranepa.png,https://tmb.ranepa.ru/,[],[],[],[],
15,Тверской государственный технический университет,ТвГТУ,Тверская область,1,5,https://tabiturient.ru/logovuz/tstutver.png,http://www.tstu.tver.ru/,[],[],['common@tstu.tver.ru'],[],
16,Тверской государственный университет,ТвГУ,Тверская область,1,6,https://tabiturient.ru/logovuz/tversu.png,http://university.tversu.ru/,['+7 (4822) 32-15-14'],['+7 (4822) 34-24-52'],[],[],
17,Тверской государственный медицинский университет,Тверской ГМУ,Тверская область,1,7,https://tabiturient.ru/logovuz/tvgmu.png,https://tvgmu.ru/,"['+7\xa0(4822)\xa057-00-00', '+7\xa0(4822)\xa057-22-00']","['+7\xa0(4822)\xa057-22-00', '+7\xa0(4822)\xa057-00-00']","['info@tvgmu.ru', 'abit@tvgmu.ru']","['info@tvgmu.ru', 'abit@tvgmu.ru']",
18,Тверской филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Тверской филиал РАНХиГС,Тверская область,1,-1,https://tabiturient.ru/logovuz/tver_ranepa.png,https://tver.ranepa.ru/,[],[],[],[],
19,Технический институт (филиал) Северо-Восточного федерального университета имени М.К. Аммосова,Технический институт СВФУ им. М.К. Аммосова в г. Нерюнгри,Республика Саха (Якутия),1,-1,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/abit/detail.php?SECTION_ID=5472,[],[],[],[],
20,Технический институт (филиал) Ульяновского государственного аграрного университета имени П.А. Столыпина,Технический институт Ульяновского ГАУ,Ульяновская область,1,-1,https://tabiturient.ru/logovuz/ulsau.png,http://tiugsha.ru/,[],[],[],[],
21,Технологический институт (филиал) Донского государственного технического университета в г. Азове,Технологический институт ДГТУ в г. Азове,Ростовская область,1,-1,https://tabiturient.ru/logovuz/donstu.png,https://atidstu.ru/,[],[],[],[],
22,Технологический институт сервиса (филиал) Донского государственного технического университета в г. Ставрополе,Технологический институт сервиса ДГТУ в г. Ставрополе,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/donstu.png,https://stis.su/,[],[],[],[],
23,Опорный Тольяттинский государственный университет,ТлттГУ,Самарская область,1,5,https://tabiturient.ru/logovuz/tltsu.png,https://tltsu.ru/,['+7 (8482) 44-94-44'],[],[],['office@tltsu.ru'],
24,Тобольский индустриальный институт (филиал) Тюменского индустриального университета,Тобольский индустриальный институт (филиал) ТИУ,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/branches/tobolsk/,[],[],[],[],
25,Тобольский педагогический институт им. Д.И. Менделеева (филиал) Тюменского государственного университета,Тобольский педагогический институт им. Д.И. Менделеева ТюмГУ,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tumgu.png,https://tobolsk.utmn.ru/,[],[],[],[],
26,Троицкий филиал Челябинского государственного университета,Троицкий филиал ЧелГУ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/csu.png,https://tf.csu.ru/,[],[],[],[],
27,Тувинский государственный университет,ТувГУ,Республика Тыва,1,3,https://tabiturient.ru/logovuz/tuvsu.png,http://tuvsu.ru/,['+7 (394) 222-1969'],['+7 (394) 222-1969'],['tgu@tuvsu.ru'],['tgu@tuvsu.ru'],
28,Тульский государственный университет,ТулГУ,Тульская область,1,6,https://tabiturient.ru/logovuz/tsutula.png,http://tsu.tula.ru/,"['+7 4872 33-23-32', '+7 4872 73-44-44']",[],[],['info@tsu.tula.ru'],
29,Тульский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Тульский институт ВГУЮ,Тульская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://tula.rpa-mu.ru/,"[""8 (4872) 700-224 (Доб. 400)"", ""8 (999) 389-59-78""]","[""info@tfrpa.ru""]",[],"[""pk@tfrpa.ru""]",
30,Тульский филиал Российского экономического университета имени Г.В. Плеханова,Тульский филиал РЭУ им. Плеханова,Тульская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://tula.rea.ru/,"['+7 (495) 958-27-43', '8 (4872) 36-48-74']","['8 (800) 222-55-71', '8 (4872) 36-48-74']",['tula@rea.ru'],"['tula@rea.ru', 'rector@rea.ru']",
31,Тульский филиал Финансового Университета при Правительстве Российской Федерации,Тульский филиал ФУ при Правительстве РФ,Тульская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/tula/,[],[],[],[],
32,Тутаевский филиал Рыбинского государственного авиационного технического университета имени П.А. Соловьева,Тутаевский филиал РГАТУ им. П.А. Соловьева,Ярославская область,1,-1,https://tabiturient.ru/logovuz/rsatu.png,http://tf.rsatu.ru/,[],[],[],[],
33,Тучковский филиал Московского политехнического университета,Тучковский филиал Московского политеха,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://tatk.ru/,['8 (906) 745-22-56'],[],[],[],
34,Тюменский государственный университет,ТюмГУ,Тюменская область,1,9,https://tabiturient.ru/logovuz/tumgu.png,https://www.utmn.ru/,[],[],[],[],
35,Тюменский государственный медицинский университет,Тюменский ГМУ,Тюменская область,1,9,https://tabiturient.ru/logovuz/tyumsmu.png,https://www.tyumsmu.ru/,[],[],[],['tgmu@tyumsmu.ru'],
36,Уфимский государственный авиационный технический университет,УГАТУ,Республика Башкортостан,1,6,https://tabiturient.ru/logovuz/ugatu.png,https://www.ugatu.su/,[],[],[],[],
37,Уральский государственный горный университет,УГГУ,Свердловская область,1,3,https://tabiturient.ru/logovuz/ursmu.png,http://www.ursmu.ru/,['8 (343) 283-06-06'],['8 343 251-48-38'],[],['pk@ursmu.ru'],
38,Уральская государственная консерватория имени М. П. Мусоргского,УГК им. Мусоргского,Свердловская область,1,-1,https://tabiturient.ru/logovuz/uralconsv.png,https://www.uralconsv.org/,"['+7 (343) 371-67-61', '+7 (343) 371-21-80']",['+7 (343) 371-67-61'],[],['mail@uscon.sco.ru'],
39,Уральский государственный лесотехнический университет,УГЛТУ,Свердловская область,1,5,https://tabiturient.ru/logovuz/usfeu.png,http://usfeu.ru/,"['8 (343) 221-21-00', '8 (343) 221-22-00']",['8 (343) 221-21-00'],['general@m.usfeu.rurector'],['general@m.usfeu.rurector'],
40,Уральский государственный медицинский университет,УГМУ,Свердловская область,1,7,https://tabiturient.ru/logovuz/usma.png,https://usma.ru/,['8 800 222 8545'],[],[],"['usma@usma.ru', 'priem@usma.ru']",
41,Уфимский государственный нефтяной технический университет,УГНТУ,Республика Башкортостан,1,8,https://tabiturient.ru/logovuz/rusoil.png,https://pk.rusoil.net/,['8 (800) 55-14-52'],[],[],['pkugntu@mail.ru'],
42,Ухтинский государственный технический университет,УГТУ,Республика Коми,1,3,https://tabiturient.ru/logovuz/ugtu.png,https://www.ugtu.net,[],['8 (800) 550-19-35'],"['webmaster@ugtu.net', 'ayurkina@ugtu.net']",[],
43,Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева,УИ ГА,Ульяновская область,1,7,https://tabiturient.ru/logovuz/uvauga.png,http://www.uvauga.ru/,[],"['8 (8422) 39-81-23', '+7(8422)21-40-88']",[],[],
44,Университет прокуратуры Российской Федерации,УП РФ,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/agprf.png,http://www.agprf.org/,[],[],[],[],
45,Уфимский университет науки и технологий,УУНиТ,Республика Башкортостан,1,7,https://tabiturient.ru/logovuz/bashgu.png,https://uust.ru,[],[],['rector@uust.ru'],['rector@uust.ru'],
46,Уральский филиал  Российского Государственного Университета Правосудия (г. Челябинск),УФ ФГБОУВО «РГУП»,Челябинская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://ub.rgup.ru/,['+7 (351) 225-27-36'],[],[],['+79220845024pkf_uraj@mail.ru'],
47,Удмуртский государственный аграрный университет,УдГАУ,Удмуртская Республика,1,3,https://tabiturient.ru/logovuz/izhgsha.png,https://udsau.ru/,['+7 (3412) 59-24-95'],['8(800) 301-44-55'],[],[],
48,Удмуртский государственный университет,УдГУ,Удмуртская Республика,1,5,https://tabiturient.ru/logovuz/udsu.png,https://udsu.ru/,[],['+7 3412 43-24-24'],['rustestudgu@udsu.ru'],[],
49,Ульяновский государственный педагогический университет имени И. Н. Ульянова,УлГПУ им. И.Н. Ульянова,Ульяновская область,1,5,https://tabiturient.ru/logovuz/ulspu.png,http://www.ulspu.ru/,['8422)  44-30-66'],[],[],[],
50,Ульяновский государственный технический университет,УлГТУ,Ульяновская область,1,5,https://tabiturient.ru/logovuz/ulstu.png,https://www.ulstu.ru/,"['+7 (8422) 43-05-05', '+7 (8422) 43-06-43']",['+7 (8422) 43-06-43'],['rector@ulstu.ru'],"['pk@ulstu.ru', 'rector@ulstu.ru']",
51,Ульяновский государственный университет,УлГУ,Ульяновская область,1,5,https://tabiturient.ru/logovuz/ulsu.png,https://www.ulsu.ru/ru/,"['8 (8422) 41-20-90', '8 (8422) 41-20-88']",['8 (8422) 41-20-88'],['contact@ulsu.ru'],['contact@ulsu.ru'],
52,Ульяновский государственный аграрный университет имени П.А. Столыпина,Ульяновский ГАУ им. П.А. Столыпина,Ульяновская область,1,3,https://tabiturient.ru/logovuz/ulsau.png,https://www.ulsau.ru/,[],[],[],[],
53,Ульяновский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Ульяновский филиал РАНХиГС,Ульяновская область,1,-1,https://tabiturient.ru/logovuz/ul_ranepa.png,https://ul.ranepa.ru/,[],[],[],[],
54,Государственный Университет «Дубна»,Университет «Дубна»,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/dubna.png,https://www.uni-dubna.ru/,[],[],[],[],
55,Университет науки и технологий МИСИС,Университет МИСИС,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/misis.png,http://misis.ru/,['+7 499 649-44-80'],[],[],"['press@edu.misis.ru', 'vopros@misis.ru']",
56,Уральская государственная архитектурно-художественная академия,УрГАХУ,Свердловская область,1,9,https://tabiturient.ru/logovuz/usaaa.png,https://www.usaaa.ru,[],[],['webmaster@usaaa.ru'],[],
57,Уральский государственный педагогический университет,УрГПУ,Свердловская область,1,7,https://tabiturient.ru/logovuz/uspu.png,https://uspu.ru/,['+7\xa0(343)\xa038-38-43'],[],[],"['uspu@uspu.ru', 'priem@uspu.ru']",
58,Уральский государственный университет путей сообщения,УрГУПС,Свердловская область,1,3,https://tabiturient.ru/logovuz/usurt.png,http://www.usurt.ru/,[],['+7 (343) 221-24-40'],[],[],
59,Уральский государственный экономический университет,УрГЭУ,Свердловская область,1,5,https://tabiturient.ru/logovuz/usue.png,https://www.usue.ru/,['+7 (343) 283-01-01'],['+7 (343) 283-01-01'],"['pf@usue.ru', 'usue@usue.ru']","['usue@usue.ru', 'pf@usue.ru']",
60,Уральский государственный юридический университет имени В.Ф. Яковлева,УрГЮУ имени В.Ф. Яковлева,Свердловская область,1,10,https://tabiturient.ru/logovuz/usla.png,https://www.usla.ru/,[],[],[],[],
61,Уральский технический институт связи и информатики (филиал) Сибирского государственного университета телекоммуникаций и информатики,УрТИСИ СибГУТИ,Свердловская область,1,-1,https://tabiturient.ru/logovuz/sibsutis.png,https://www.uisi.ru/,[],[],[],[],
62,Уральский Федеральный Университет им. Б. Ельцина,УрФУ,Свердловская область,1,9,https://tabiturient.ru/logovuz/urfu.png,https://urfu.ru/,[],[],[],[],
63,Уральский государственный университет физической культуры,УралГУФК,Челябинская область,1,5,https://tabiturient.ru/logovuz/uralgufk.png,http://www.uralgufk.ru/,['8 (351) 217-04-47'],[],[],[],
64,Уральский государственный аграрный университет,Уральский ГАУ,Свердловская область,1,3,https://tabiturient.ru/logovuz/urgau.png,http://urgau.ru/,"['+7 (343) 371-33-63', '+7(343) 221-41-06']",[],[],['cpr.urgau@yandex.ru'],
65,Уральский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Уральский институт управления РАНХиГС,Свердловская область,1,-1,https://tabiturient.ru/logovuz/ui_ranepa.png,ui.ranepa.ru/,[],[],[],[],
66,Уральский филиал Финансового Университета при Правительстве Российской Федерации,Уральский филиал ФУ при Правительстве РФ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/fu.png,www.fa.ru/fil/chelyabinsk/,[],[],[],[],
67,Уфимский филиал Финансового Университета при Правительстве Российской Федерации,Уфимский филиал ФУ при Правительстве РФ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/ufa/,[],[],[],[],
68,Финансовый Университет при Правительстве Российской Федерации,ФУ при Правительстве РФ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/,[],[],[],[],
69,"Филиал ""Котельники"" Государственного Университета ""Дубна""","Филиал ""Котельники"" Университета ""Дубна""",Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/dubna.png,https://un-fkt.ru/,[],[],[],[],
70,"Филиал ""Протвино"" Государственного Университета ""Дубна""","Филиал ""Протвино"" Университета ""Дубна""",Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/dubna.png,http://www.uni-protvino.ru/,[],[],[],[],
71,Филиал «Взлёт» Московского авиационного института,Филиал «Взлёт» МАИ,Астраханская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://vzlet.mai.ru,['820192020202'],[],['vzlet-mai@mail.ru'],['vzlet-mai@mail.ru'],
72,Филиал «Стрела» Московского авиационного института,Филиал «Стрела» МАИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://strela.mai.ru/,['+7 495 556-66-55'],['+7 495 556-66-55'],['strela-mai@mail.ru'],['strela-mai@mail.ru'],
73,Филиал Адыгейского государственного университета в г. Белореченске,Филиал АГУ в г. Белореченске,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/adygnet.png,https://agubel.ru/,[],[],[],[],
74,Филиал Алтайского государственного университета в г. Белокурихе,Филиал АлтГУ в г. Белокурихе,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://www.asu.ru/structure/filials/belockuricha/,[],[],[],"['rector@asu.ru', 'prcom@asu.ru']",
75,Филиал Алтайского государственного университета в г. Бийске,Филиал АлтГУ в г. Бийске,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://www.asu.ru/structure/filials/biysk/,[],[],[],"['rector@asu.ru', 'prcom@asu.ru']",
76,Филиал Байкальского государственного университета в г. Усть-Илимск,Филиал БГУ в г. Усть-Илимск,Иркутская область,1,-1,https://tabiturient.ru/logovuz/bgu.png,https://uibgu.ru/,[],[],[],['info@uibgu.ru'],
77,Филиал Владивостокского государственного университета в г. Уссурийске,Филиал ВВГУ в г. Уссурийске,Приморский край,1,-1,https://tabiturient.ru/logovuz/vvsu.png,https://ussur.vvsu.ru/,['8 (4234) 32-28-23'],[],[],['ussur.abiturient@vvsu.ru'],
78,Филиал Воронежского государственного технического университета в г. Борисоглебске,Филиал ВГТУ в г. Борисоглебске,Воронежская область,1,-1,https://tabiturient.ru/logovuz/cchgeu.png,https://bf.cchgeu.ru/,['+7 (473) 271-53-15'],[],['bf@cchgeu.ru'],['priem@vgasu.vrn.ru'],
79,Филиал Глазовского государственного педагогического института имени В.Г. Короленко в г. Ижевске,Филиал ГГПИ в г. Ижевске,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/ggpi.png,http://fggpi.org.ru/,['8(3412)20-58-11'],['+7(3412)20-58-11'],[],['fggpi@yandex.ru'],
80,Филиал Дагестанского государственного технического университета в г. Дербенте,Филиал ДГТУ в г. Дербенте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-derbent,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],
81,Филиал Дагестанского государственного технического университета в г. Каспийске,Филиал ДГТУ в г. Каспийске,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-kaspiisk,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],
82,Филиал Дагестанского государственного технического университета в г. Кизляре,Филиал ДГТУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-kizlyar,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],
83,Филиал Дагестанского государственного университета в г. Дербенте,Филиал ДГУ в г. Дербенте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://dguderbent.ru/,[],[],[],[],
84,Филиал Дагестанского государственного университета в г. Избербаше,Филиал ДГУ в г. Избербаше,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://www.dgu-izberbash.ru/,[],[],[],[],
85,Филиал Дагестанского государственного университета в г. Кизляре,Филиал ДГУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://kizdgu.ru/,[],['81920212223'],[],[],
86,Филиал Дагестанского государственного университета в г. Хасавюрте,Филиал ДГУ в г. Хасавюрте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://hasdgu.ru/,[],['891011121314'],[],[],
87,Филиал Керченского государственного морского технологического университета в г. Феодосия,Филиал КГМТУ в г. Феодосия,Республика Крым и Севастополь,1,-1,https://tabiturient.ru/logovuz/kgmtu.png,https://feo.kgmtu.ru/,[],[],[],[],
88,Филиал Кубанского государственного университета в г. Армавире,Филиал КубГУ в г. Армавире,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.arm.kubsu.ru,[],[],[],[],
89,Филиал Кубанского государственного университета в г. Геленджике,Филиал КубГУ в г. Геленджике,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.gel.kubsu.ru,[],[],['gel@kubsu.ru'],['gel@kubsu.ru'],
90,Филиал Кубанского государственного университета в г. Новороссийске,Филиал КубГУ в г. Новороссийске,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.nvr.kubsu.ru/new/,['8617) 61-28-79'],[],[],[],
91,Филиал Кубанского государственного университета в г. Славянске-на-Кубани,Филиал КубГУ в г. Славянске-на-Кубани,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,https://sgpi.ru/,[],['8(918)6680390'],[],[],
92,Филиал Кубанского государственного университета в г. Тихорецке,Филиал КубГУ в г. Тихорецке,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.tih.kubsu.ru/,[],[],[],[],
93,Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Белово,Филиал КузГТУ им. Т.Ф. Горбачева в г. Белово,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,https://belovokyzgty.ru/,[],[],[],[],
94,Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Междуреченске,Филиал КузГТУ им. Т.Ф. Горбачева в г. Междуреченске,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,https://kuzstu.su/,[],[],"['kuzstu-pk@mail.ru', 'kuzstu@inbox.ru']",[],
95,Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Новокузнецке,Филиал КузГТУ им. Т.Ф. Горбачева в г. Новокузнецке,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,http://kuzstu-nf.ru/,['+7 (3843) 46-64-47'],[],['priem@kuzstu-nf.ru'],"['adm@kuzstu-nf.ru', 'priem@kuzstu-nf.ru']",
96,Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Прокопьевске,Филиал КузГТУ им. Т.Ф. Горбачева в г. Прокопьевске,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,http://www.prk.kuzstu.ru/,"['8(3846)62-36-90', '8(3846)62-00-16']",['8(3846)62-00-16'],['kuzstu@rambler.ru'],"['kuzstu@rambler.ru', '112priem@gmail.com']",
97,Филиал Мурманского арктического государственного университета в г. Апатиты,Филиал МАГУ в г. Апатиты,Мурманская область,1,-1,https://tabiturient.ru/logovuz/masu.png,https://www.arcticsu.ru/,[],[],['apatity@arcticsu.ru'],[],
98,Филиал Магнитогорского государственного технического университета им. Г.И. Носова в г. Белорецк,Филиал МГТУ им. Г.И. Носова в г. Белорецк,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/magtu.png,http://filial.magtu.ru/,[],[],[],[],
99,Филиал МИРЭА - Российского технологического университета в г. Ставрополе,Филиал МИРЭА в г. Ставрополе,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/stavropol_mirea.png,http://stavropol.mirea.ru/,['+7 (8652) 56-20-66'],['+7 (8652) 56-45-46'],['stavropol@mirea.ru'],[],
100,Филиал МИРЭА - Российского технологического университета в г. Фрязино,Филиал МИРЭА в г. Фрязино,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/f_mirea.png,https://f-mirea.ru/,[],[],[],[],
101,Московский педагогический государственный университет в г. Черняховске,Филиал МПГУ в г. Черняховске,Калининградская область,1,-1,https://tabiturient.ru/logovuz/mpguchernyakhovskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/chernyakhovskiy-filial,[],[],[],['f_chernyakhovsk@mpgu.su'],
102,"Филиал Национального исследовательского университета ""Московский энергетический институт"" в г. Волжском",Филиал МЭИ в г. Волжском,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/mpei.png,https://www.vfmei.ru/bakalavr/,[],[],[],['vfmei@vfmei.ru'],
103,"Филиал Национального исследовательского университета ""Московский энергетический институт"" в г. Смоленске",Филиал МЭИ в г. Смоленске,Смоленская область,1,-1,https://tabiturient.ru/logovuz/mpei.png,https://sbmpei.ru/,[],['+7 (4812) 65-14-61'],['mail@sbmpei.ru'],[],
104,Филиал Орловского государственного университета имени И. С. Тургенева в г. Карачеве,Филиал ОГУ им. И.С. Тургенева в г. Карачеве,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/karachev/,[],[],[],[],
105,Филиал Орловского государственного университета имени И. С. Тургенева в г. Ливны,Филиал ОГУ им. И.С. Тургенева в г. Ливны,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/livny/,[],[],[],[],
