long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment,vuz,obsh,info,rating
Самарский государственный аграрный университет,Самарский ГАУ,Самарская область,1,3,https://tabiturient.ru/logovuz/ssaa.png,http://www.ssaa.ru/,[],[],[],[],,Самарский ГАУ,True,,
Самарский национальный исследовательский университет имени академика С. П. Королёва,Самарский университет (СНИУ),Самарская область,1,7,https://tabiturient.ru/logovuz/ssau.png,https://ssau.ru/,['8 (800) 550-34-35'],[],[],['priem@ssau.ru'],,Самарский университет (СНИУ),True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Самарский филиал Волжского государственного университета водного транспорта,Самарский филиал ВГУВТ,Самарская область,1,-1,https://tabiturient.ru/logovuz/vsuwt.png,http://samara.vsuwt.ru/,[],[],[],[],,Самарский филиал ВГУВТ,False,,
Самарский филиал Московского Городского Педагогического Университета,Самарский филиал МГПУ,Самарская область,1,-1,https://tabiturient.ru/logovuz/mgpu.png,https://samara.mgpu.ru/,"['891011121314', '+7 (846) 989-14-35']",[],[],['priem_samara@mgpu.ru'],,Самарский филиал МГПУ,False,,
Санкт-Петербургский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Санкт-Петербургский инсититут ВГУЮ,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://spb.rpa-mu.ru/,"[""8 (812) 677-97-64 (доб. 400)""]","[""baskov-16@mail.ru""]",[],"[""""]",,Санкт-Петербургский инсититут ВГУЮ,False,,
Санкт-Петербургский филиал Российской таможенной академии,Санкт-Петербургский филиал РТА,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/rta.png,https://spbrta.customs.gov.ru,[],"['8 (812) 706-12-19', '+7 (812) 706-12-19', '8 (812) 706-12-00']",['pk@spbrta.ru'],[],,Санкт-Петербургский филиал РТА,False,,
Санкт-Петербургский филиал Финансового Университета при Правительстве Российской Федерации,Санкт-Петербургский филиал ФУ при Правительстве РФ,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/spb/,[],[],[],[],,Санкт-Петербургский филиал ФУ при Правительстве РФ,False,,
Саровский физико-технический институт (филиал) Национального исследовательского ядерного университета МИФИ,СарФТИ НИЯУ МИФИ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/sarfti.png,https://sarfti.ru/,[],[],[],['support@sarfti.ru'],,СарФТИ НИЯУ МИФИ,True,,
Сарапульский политехнический институт (филиал) Ижевского государственного технического университета имени М. Т. Калашникова,Сарапульский политехнический институт ИжГТУ им. М.Т. Калашникова,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/izstu.png,https://politehvpo.ru/,[],[],['inbox@politehvpo.ru'],[],,Сарапульский политехнический институт ИжГТУ им. М.Т. Калашникова,False,,
Сахалинский государственный университет,СахГУ,Сахалинская область,1,3,https://tabiturient.ru/logovuz/sakhgu.png,http://sakhgu.ru/,[],[],[],[],,СахГУ,True,,
Себряковский филиал Волгоградского государственного технического университета,Себряковский филиал ВолгГТУ,Вологодская область,1,-1,https://tabiturient.ru/logovuz/vstu.png,http://www.sfvstu.ru/,[],[],['sfpk@vstu.ru'],['sfpk@vstu.ru'],,Себряковский филиал ВолгГТУ,False,,
Севастопольский государственный университет,СевГУ,Республика Крым и Севастополь,1,6,https://tabiturient.ru/logovuz/sevsu.png,https://welcome.sevsu.ru/,[],[],['welcome@sevsu.ru'],[],,СевГУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",7.5
Севастопольский филиал Российского экономического университета имени Г.В. Плеханова,Севастопольский филиал РЭУ им. Плеханова,Республика Крым и Севастополь,1,-1,https://tabiturient.ru/logovuz/reu.png,https://sevastopol.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],,Севастопольский филиал РЭУ им. Плеханова,False,,
Северный институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Северный институт ВГУЮ,Республика Карелия,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://ptz.rpa-mu.ru/,"["" 8 (921) 800-73-55""]","[""baskov-16@mail.ru""]",[],"[""priemsfrpa@mail.ru""]",,Северный институт ВГУЮ,False,,
Северо-Западный институт - филиал Университета имени О. Е. Кутафина (МГЮА),Северо-Западный филиал Университета им. Кутафина (МГЮА),Вологодская область,1,-1,https://tabiturient.ru/logovuz/mgua.png,https://vfmgua.ru/,"['8172) 56-51-71', '8 800 201-74-04']",['8172) 56-51-71'],['mgua35@mail.ru'],['mgua35@mail.ru'],,Северо-Западный филиал Университета им. Кутафина (МГЮА),False,,
Северо-Кавказский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Северо-Кавказский институт ВГУЮ,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://mkala.rpa-mu.ru/i,[],[],[],[],,Северо-Кавказский институт ВГУЮ,False,,
Северо-Кавказский институт - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Северо-Кавказский институт РАНХиГС,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/ski_ranepa.png,https://ski.ranepa.ru/,[],[],[],[],,Северо-Кавказский институт РАНХиГС,False,,
Северо-Кавказский филиал Белгородского государственного технического университета им. Шухова,Северо-Кавказский филиал БГТУ им. Шухова,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/bstu.png,http://skf-bgtu.ru/,[],[],"['skf-bgtu-prk@mail.ru', 'kurbatov_bgtu@list.ru']",['skf-bgtu-prk@mail.ru'],,Северо-Кавказский филиал БГТУ им. Шухова,False,,
Сергиево-Посадский филиал Всероссийского государственного института кинематографии им. С.А. Герасимова,Сергиево-Посадский филиал ВГИК,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,https://vgiksp.ru/,[],['8 (496) 542-58-00'],['sp-kvtk@yandex.ru'],[],,Сергиево-Посадский филиал ВГИК,False,,
Сибирский государственный автомобильно-дорожный университет,СибАДИ,Омская область,1,5,https://tabiturient.ru/logovuz/sibadi.png,https://sibadi.org/,"['8 (3812) 65-98-81', '8 (3812) 90-94-59']",['8 (3812) 90-94-59'],['info@sibadi.org'],"['priem_kom@sibadi.org', 'info@sibadi.org']",,СибАДИ,True,,
Сибирский государственный индустриальный университет,СибГИУ,Кемеровская область,1,5,https://tabiturient.ru/logovuz/sibsiu.png,https://www.sibsiu.ru/,['+7(3843)77-79-79'],[],[],['rector@sibsiu.ru'],,СибГИУ,True,,
Сибирский государственный медицинский университет,СибГМУ,Томская область,1,9,https://tabiturient.ru/logovuz/ssmu.png,https://www.ssmu.ru/,['8 (800) 250-54-43'],[],[],"['rector@ssmu.ru', 'pk_ssmu@ssmu.ru']",,СибГМУ,True,,
Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,СибГУ им. М.Ф. Решетнева,Красноярский край,1,5,https://tabiturient.ru/logovuz/sibsau.png,https://www.sibsau.ru/page/home/,['+7 (391) 264-00-14'],[],[],['info@sibsau.ru'],,СибГУ им. М.Ф. Решетнева,True,,
Сибирский государственный университет телекоммуникаций и информатики,СибГУТИ,Новосибирская область,1,5,https://tabiturient.ru/logovuz/sibsutis.png,https://www.sibsutis.ru/,['8\xa0\n\t\t\t (383) 269-82-29'],[],['rectorat@sibsutis.ru'],['prikom@sibsutis.ru'],,СибГУТИ,True,,
Сибирский государственный университет физической культуры и спорта,СибГУФК,Омская область,1,3,https://tabiturient.ru/logovuz/sibsport.png,http://www.sibsport.ru/,[],['8 (3812) 36-64-13'],['rector@sibgufk.ru'],[],,СибГУФК,True,,
Сибирский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Сибирский институт управления РАНХиГС,Новосибирская область,1,-1,https://tabiturient.ru/logovuz/siu_ranepa.png,https://siu.ranepa.ru/,[],[],[],[],,Сибирский институт управления РАНХиГС,False,,
Сибирский казачий государственный институт пищевых технологий и бизнеса - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Сибирский казачий институт технологий и управления МГУТУ,Омская область,1,-1,https://tabiturient.ru/logovuz/mgutu.png,https://skitu.ru,"['8 (3812) 36-25-86', '+7 (3812) 36-25-86']",['8 (3812) 36-25-86'],[],[],,Сибирский казачий институт технологий и управления МГУТУ,False,,
Смоленский государственный медицинский университет,СмолГМУ,Смоленская область,1,8,https://tabiturient.ru/logovuz/smolgmu.png,http://smolgmu.ru/,"['+7 (4812) 61-08-47', '+7 (4812) 55-02-75']",[],[],"['priem@smolgmu.ru', 'adm@smolgmu.ru']",,СмолГМУ,True,,
Смоленский государственный университет,СмолГУ,Смоленская область,1,6,https://tabiturient.ru/logovuz/smolgu.png,http://www.smolgu.ru/,[],[],[],[],,СмолГУ,True,,
Смоленская государственная сельскохозяйственная академия,Смоленская ГСХА,Смоленская область,1,3,https://tabiturient.ru/logovuz/sgsha.png,https://www.sgsha.ru/,[],[],[],[],,Смоленская ГСХА,True,,
Смоленский казачий государственный институт промышленных технологий и бизнеса - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Смоленский казачий институт промышленных технологий и бизнеса МГУТУ,Смоленская область,1,-1,https://tabiturient.ru/logovuz/mgutu.png,https://www.vfmgutu.ru,[],['+7 (495) 198-00-00'],[],['vyazma@mgutm.ru'],,Смоленский казачий институт промышленных технологий и бизнеса МГУТУ,False,,
Смоленский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Смоленский филиал РАНХиГС,Смоленская область,1,-1,https://tabiturient.ru/logovuz/smol_ranepa.png,https://smol.ranepa.ru/,[],[],[],[],,Смоленский филиал РАНХиГС,False,,
Смоленский филиал Российского экономического университета имени Г.В. Плеханова,Смоленский филиал РЭУ им. Плеханова,Смоленская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://smolensk.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],,Смоленский филиал РЭУ им. Плеханова,False,,
Смоленский филиал Финансового Университета при Правительстве Российской Федерации,Смоленский филиал ФУ при Правительстве РФ,Смоленская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/smolensk/,[],[],[],[],,Смоленский филиал ФУ при Правительстве РФ,False,,
Сочинский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Сочинский институт ВГУЮ,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://sochi.rpa-mu.ru/,"[""8 (862) 444-02-33"", ""8 (862) 261-16-29""]","[""sochirpa@mail.ru""]",[],"[""priem.sch@rpa-mjust.ru""]",,Сочинский институт ВГУЮ,False,,
Сочинский институт - филиал Российского университета дружбы народов имени Патриса Лумумбы,Сочинский институт РУДН,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rudn.png,https://www.rudn-sochi.ru/,[],[],[],[],,Сочинский институт РУДН,False,,
Средне-Волжский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Средне-Волжский институт ВГУЮ,Республика Мордовия,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://saransk2.rpa-mu.ru/i,[],[],[],[],,Средне-Волжский институт ВГУЮ,False,,
Среднерусский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Среднерусский институт управления РАНХиГС,Орловская область,1,-1,https://tabiturient.ru/logovuz/orel_ranepa.png,https://orel.ranepa.ru/,[],[],[],[],,Среднерусский институт управления РАНХиГС,False,,
Ставропольский государственный аграрный университет,СтГАУ,Ставропольский край,1,6,https://tabiturient.ru/logovuz/stgau.png,http://stgau.ru/,['+7 (8652) 71-60-57'],[],[],['35-22-83inf@stgau.ru'],,СтГАУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов

Всем известно, что общежитие – это второй дом для студента на время обучения в университете, именно поэтому там должно быть комфортно абсолютно каждому жителю. Наши студенты проживают в комфортных, теплых, светлых и уютных комнатах, оснащенных высокоскоростным доступом в интернет. Для обеспечения студентов, магистрантов и аспирантов жильем в 2016 году открыто новое 11-ти этажное общежитие с благоустроенным комплексом.",5.67
Ставропольский государственный медицинский университет,СтГМУ,Ставропольский край,1,3,https://tabiturient.ru/logovuz/stgmu.png,http://stgmu.ru/,['8(8652)74-86-58'],[],['postmaster@stgmu.ru'],[],,СтГМУ,False,,
Ставропольский филиал Московского педагогического государственного университета,Ставропольский филиал МПГУ,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/mpgustavropolskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/stavropolskiy-filial,['+7 (8652) 52-16-88'],[],[],['f_stavropol@mpgu.su'],,Ставропольский филиал МПГУ,False,,
Ставропольский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Ставропольский филиал РАНХиГС,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/stav_ranepa.png,https://stav.ranepa.ru,[],[],[],[],,Ставропольский филиал РАНХиГС,False,,
Старооскольский технологический институт им. А.А. Угарова (филиал) Национального исследовательского технологического университета «МИСИС»,Старооскольский технологический институт им. А.А. Угарова МИСИС,Белгородская область,1,-1,https://tabiturient.ru/logovuz/misis.png,https://sf.misis.ru/,[],[],[],[],,Старооскольский технологический институт им. А.А. Угарова МИСИС,False,,
Старооскольский филиал Белгородского государственного национального исследовательского университета,Старооскольский филиал БелГУ,Белгородская область,1,-1,https://tabiturient.ru/logovuz/belgu.png,https://sof.bsu.edu.ru/sof/index.php,[],[],[],[],,Старооскольский филиал БелГУ,False,,
Ступинский филиал Московского авиационного института,Ступинский филиал МАИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://sfmai.ru/,"['8 (496) 644-11-60', '8 (496) 641-16-30']",[],[],['sf-mai@mai.ru'],,Ступинский филиал МАИ,False,,
Сургутский государственный педагогический университет,СурГПУ,Ханты-Мансийский автономный округ — Югра,1,5,https://tabiturient.ru/logovuz/surgpu.png,http://www.surgpu.ru/,[],[],['office@surgpu.ru'],[],,СурГПУ,True,,
Сургутский государственный университет,СурГУ,Ханты-Мансийский автономный округ — Югра,1,6,https://tabiturient.ru/logovuz/surgu.png,http://www.surgu.ru/,[],[],[],[],,СурГУ,True,,
Сызранский филиал Самарского государственного экономического университета,Сызранский филиал СГЭУ,Самарская область,1,-1,https://tabiturient.ru/logovuz/sseu.png,https://www.sseu.ru/filial/priem-na-bakalavriat,[],[],['ecun@sseu.ru'],[],,Сызранский филиал СГЭУ,False,,
Сыктывкарский лесной институт - филиал Санкт-Петербургского государственного лесотехнического университета им. Кирова,Сыктывкарский лесной институт - филиал СПбГЛТУ им. Кирова,Республика Коми,1,-1,https://tabiturient.ru/logovuz/spbftu.png,https://www.sli.komi.com/,['+7 (8212) 24-56-87'],[],[],['institut@sfi.komi.com'],,Сыктывкарский лесной институт - филиал СПбГЛТУ им. Кирова,False,,
Томский государственный архитектурно-строительный университет,ТГАСУ,Томская область,1,5,https://tabiturient.ru/logovuz/tsuab.png,https://www.tsuab.ru/,[],[],[],[],,ТГАСУ,True,,
Тюменский государственный институт культуры,ТГИК,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tumgik.png,http://www.tumgik.ru/,['8(3452)29-70-37'],[],[],['tgiik-rektorat@mail.ru'],,ТГИК,False,,
Тамбовский государственный музыкально-педагогический институт им. С.В. Рахманинова,ТГМПИ им. С.В. Рахманинова,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/rachmaninov.png,https://rachmaninov.ru/,[],[],['tgmpi@cult.tambov.gov.ru'],[],,ТГМПИ им. С.В. Рахманинова,True,,
Тихоокеанский государственный медицинский университет,ТГМУ,Приморский край,1,6,https://tabiturient.ru/logovuz/tgmu.png,https://tgmu.ru/,[],"['8(800) 200-70-73', '8(423)\xa0242-97-78']","['info@tgmu.ru', 'mail@tgmu.ru']",[],,ТГМУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Томский государственный педагогический университет,ТГПУ,Томская область,1,7,https://tabiturient.ru/logovuz/tspu.png,https://www.tspu.edu.ru/,[],[],['rector@tspu.ru'],"['rector@tspu.ru', 'pktspu@tspu.ru']",,ТГПУ,True,,
Тульский государственный педагогический университет имени Л. Н. Толстого,ТГПУ им. Л.Н. Толстого,Тульская область,1,5,https://tabiturient.ru/logovuz/tsput.png,http://www.tsput.ru/,"['+7 (4872) 35-14-88', '+7 (4872) 35-40-60']",['+7 (4872) 35-91-62'],['info@tsput.ru'],['info@tsput.ru'],,ТГПУ им. Л.Н. Толстого,True,,
Тверская государственная сельскохозяйственная академия,ТГСХА,Тверская область,1,3,https://tabiturient.ru/logovuz/tvgsha.png,https://www.tvgsha.ru/,['+7(960)702-11-00'],[],['mail@tvgsha.ru'],['mail@tvgsha.ru'],,ТГСХА,True,,
Тамбовский государственный технический университет,ТГТУ,Тамбовская область,1,5,https://tabiturient.ru/logovuz/tstu.png,https://tstu.ru/,[],['810645370000'],"['delo@tstu.ru', 'help@tstu.ru']",['tstu@admin.tstu.ru'],,ТГТУ,True,,
Национальный исследовательский Томский государственный университет,ТГУ,Томская область,1,9,https://tabiturient.ru/logovuz/tgu.png,http://www.tsu.ru/,[],[],[],['delo@mail.tsu.ru'],,ТГУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",8.17
Тамбовский государственный университет им. Г.Р. Державина,ТГУ им. Г.Р. Державина,Тамбовская область,1,6,https://tabiturient.ru/logovuz/tsutmb.png,http://www.tsutmb.ru/,[],[],[],[],,ТГУ им. Г.Р. Державина,True,,
Технологический институт (филиал) Национального исследовательского ядерного университета МИФИ,ТИ НИЯУ МИФИ,Свердловская область,1,-1,https://tabiturient.ru/logovuz/mephi.png,http://mephi3.ru/,[],[],[],[],,ТИ НИЯУ МИФИ,True,,
Опорный Тюменский индустриальный университет,ТИУ,Тюменская область,1,6,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/,[],[],"['general@tyuiu.ru', 'priemcom@tyuiu.ru']","['priemcom@tyuiu.ru', 'general@tyuiu.ru']",,ТИУ,True,,
Тихоокеанский государственный университет,ТОГУ,Хабаровский край,1,6,https://tabiturient.ru/logovuz/pnu.png,https://pnu.edu.ru/,[],[],[],[],,ТОГУ,True,,
Национальный исследовательский Томский политехнический университет,ТПУ,Томская область,1,8,https://tabiturient.ru/logovuz/tpu.png,https://tpu.ru/,['+7 (3822) 60-99-09'],[],[],['abiturient@tpu.ru'],,ТПУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",7.0
Трехгорный технологический институт (филиал) Национального исследовательского ядерного университета МИФИ,ТТИ НИЯУ МИФИ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/ttimephi.png,https://tti-mephi.ru/,[],[],[],[],,ТТИ НИЯУ МИФИ,True,,
Томский государственный университет систем управления и радиоэлектроники,ТУСУР,Томская область,1,6,https://tabiturient.ru/logovuz/tusur.png,https://tusur.ru/,[],[],['office@tusur.ru'],[],,ТУСУР,True,,
Тамбовский филиал Мичуринского государственного аграрного университета,Тамбовский филиал МичГАУ,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/mgau.png,https://www.mgau.ru/,[],[],['info@mgau.ru'],[],,Тамбовский филиал МичГАУ,False,,
Тамбовский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Тамбовский филиал РАНХиГС,Тамбовская область,1,-1,https://tabiturient.ru/logovuz/tmb_ranepa.png,https://tmb.ranepa.ru/,[],[],[],[],,Тамбовский филиал РАНХиГС,False,,
Тверской государственный технический университет,ТвГТУ,Тверская область,1,5,https://tabiturient.ru/logovuz/tstutver.png,http://www.tstu.tver.ru/,[],[],['common@tstu.tver.ru'],[],,ТвГТУ,True,,
Тверской государственный университет,ТвГУ,Тверская область,1,6,https://tabiturient.ru/logovuz/tversu.png,http://university.tversu.ru/,['+7 (4822) 32-15-14'],['+7 (4822) 34-24-52'],[],[],,ТвГУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",7.25
Тверской государственный медицинский университет,Тверской ГМУ,Тверская область,1,7,https://tabiturient.ru/logovuz/tvgmu.png,https://tvgmu.ru/,"['+7\xa0(4822)\xa057-00-00', '+7\xa0(4822)\xa057-22-00']","['+7\xa0(4822)\xa057-22-00', '+7\xa0(4822)\xa057-00-00']","['info@tvgmu.ru', 'abit@tvgmu.ru']","['info@tvgmu.ru', 'abit@tvgmu.ru']",,Тверской ГМУ,True,,
Тверской филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Тверской филиал РАНХиГС,Тверская область,1,-1,https://tabiturient.ru/logovuz/tver_ranepa.png,https://tver.ranepa.ru/,[],[],[],[],,Тверской филиал РАНХиГС,False,,
Технический институт (филиал) Северо-Восточного федерального университета имени М.К. Аммосова,Технический институт СВФУ им. М.К. Аммосова в г. Нерюнгри,Республика Саха (Якутия),1,-1,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/abit/detail.php?SECTION_ID=5472,[],[],[],[],,Технический институт СВФУ им. М.К. Аммосова в г. Нерюнгри,False,,
Технический институт (филиал) Ульяновского государственного аграрного университета имени П.А. Столыпина,Технический институт Ульяновского ГАУ,Ульяновская область,1,-1,https://tabiturient.ru/logovuz/ulsau.png,http://tiugsha.ru/,[],[],[],[],,Технический институт Ульяновского ГАУ,False,,
Технологический институт (филиал) Донского государственного технического университета в г. Азове,Технологический институт ДГТУ в г. Азове,Ростовская область,1,-1,https://tabiturient.ru/logovuz/donstu.png,https://atidstu.ru/,[],[],[],[],,Технологический институт ДГТУ в г. Азове,False,,
Технологический институт сервиса (филиал) Донского государственного технического университета в г. Ставрополе,Технологический институт сервиса ДГТУ в г. Ставрополе,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/donstu.png,https://stis.su/,[],[],[],[],,Технологический институт сервиса ДГТУ в г. Ставрополе,False,,
Опорный Тольяттинский государственный университет,ТлттГУ,Самарская область,1,5,https://tabiturient.ru/logovuz/tltsu.png,https://tltsu.ru/,['+7 (8482) 44-94-44'],[],[],['office@tltsu.ru'],,ТлттГУ,False,,
Тобольский индустриальный институт (филиал) Тюменского индустриального университета,Тобольский индустриальный институт (филиал) ТИУ,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/branches/tobolsk/,[],[],[],[],,Тобольский индустриальный институт (филиал) ТИУ,True,,
Тобольский педагогический институт им. Д.И. Менделеева (филиал) Тюменского государственного университета,Тобольский педагогический институт им. Д.И. Менделеева ТюмГУ,Тюменская область,1,-1,https://tabiturient.ru/logovuz/tumgu.png,https://tobolsk.utmn.ru/,[],[],[],[],,Тобольский педагогический институт им. Д.И. Менделеева ТюмГУ,False,,
Троицкий филиал Челябинского государственного университета,Троицкий филиал ЧелГУ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/csu.png,https://tf.csu.ru/,[],[],[],[],,Троицкий филиал ЧелГУ,False,,
Тувинский государственный университет,ТувГУ,Республика Тыва,1,3,https://tabiturient.ru/logovuz/tuvsu.png,http://tuvsu.ru/,['+7 (394) 222-1969'],['+7 (394) 222-1969'],['tgu@tuvsu.ru'],['tgu@tuvsu.ru'],,ТувГУ,True,,
Тульский государственный университет,ТулГУ,Тульская область,1,6,https://tabiturient.ru/logovuz/tsutula.png,http://tsu.tula.ru/,"['+7 4872 33-23-32', '+7 4872 73-44-44']",[],[],['info@tsu.tula.ru'],,ТулГУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Тульский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Тульский институт ВГУЮ,Тульская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://tula.rpa-mu.ru/,"[""8 (4872) 700-224 (Доб. 400)"", ""8 (999) 389-59-78""]","[""info@tfrpa.ru""]",[],"[""pk@tfrpa.ru""]",,Тульский институт ВГУЮ,False,,
Тульский филиал Российского экономического университета имени Г.В. Плеханова,Тульский филиал РЭУ им. Плеханова,Тульская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://tula.rea.ru/,"['+7 (495) 958-27-43', '8 (4872) 36-48-74']","['8 (800) 222-55-71', '8 (4872) 36-48-74']",['tula@rea.ru'],"['tula@rea.ru', 'rector@rea.ru']",,Тульский филиал РЭУ им. Плеханова,False,,
Тульский филиал Финансового Университета при Правительстве Российской Федерации,Тульский филиал ФУ при Правительстве РФ,Тульская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/tula/,[],[],[],[],,Тульский филиал ФУ при Правительстве РФ,False,,
Тутаевский филиал Рыбинского государственного авиационного технического университета имени П.А. Соловьева,Тутаевский филиал РГАТУ им. П.А. Соловьева,Ярославская область,1,-1,https://tabiturient.ru/logovuz/rsatu.png,http://tf.rsatu.ru/,[],[],[],[],,Тутаевский филиал РГАТУ им. П.А. Соловьева,False,,
Тучковский филиал Московского политехнического университета,Тучковский филиал Московского политеха,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://tatk.ru/,['8 (906) 745-22-56'],[],[],[],,Тучковский филиал Московского политеха,False,,
Тюменский государственный университет,ТюмГУ,Тюменская область,1,9,https://tabiturient.ru/logovuz/tumgu.png,https://www.utmn.ru/,[],[],[],[],,ТюмГУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",5.0
Тюменский государственный медицинский университет,Тюменский ГМУ,Тюменская область,1,9,https://tabiturient.ru/logovuz/tyumsmu.png,https://www.tyumsmu.ru/,[],[],[],['tgmu@tyumsmu.ru'],,Тюменский ГМУ,True,,
Уфимский государственный авиационный технический университет,УГАТУ,Республика Башкортостан,1,6,https://tabiturient.ru/logovuz/ugatu.png,https://www.ugatu.su/,[],[],[],[],,УГАТУ,True,,
Уральский государственный горный университет,УГГУ,Свердловская область,1,3,https://tabiturient.ru/logovuz/ursmu.png,http://www.ursmu.ru/,['8 (343) 283-06-06'],['8 343 251-48-38'],[],['pk@ursmu.ru'],,УГГУ,True,,
Уральская государственная консерватория имени М. П. Мусоргского,УГК им. Мусоргского,Свердловская область,1,-1,https://tabiturient.ru/logovuz/uralconsv.png,https://www.uralconsv.org/,"['+7 (343) 371-67-61', '+7 (343) 371-21-80']",['+7 (343) 371-67-61'],[],['mail@uscon.sco.ru'],,УГК им. Мусоргского,True,,
Уральский государственный лесотехнический университет,УГЛТУ,Свердловская область,1,5,https://tabiturient.ru/logovuz/usfeu.png,http://usfeu.ru/,"['8 (343) 221-21-00', '8 (343) 221-22-00']",['8 (343) 221-21-00'],['general@m.usfeu.rurector'],['general@m.usfeu.rurector'],,УГЛТУ,True,,
Уральский государственный медицинский университет,УГМУ,Свердловская область,1,7,https://tabiturient.ru/logovuz/usma.png,https://usma.ru/,['8 800 222 8545'],[],[],"['usma@usma.ru', 'priem@usma.ru']",,УГМУ,True,,
Уфимский государственный нефтяной технический университет,УГНТУ,Республика Башкортостан,1,8,https://tabiturient.ru/logovuz/rusoil.png,https://pk.rusoil.net/,['8 (800) 55-14-52'],[],[],['pkugntu@mail.ru'],,УГНТУ,True,"
Общежития студенческого городка оснащены спортивными и тренажерными залами, камерами хранения, актовыми залами, комнатами для занятий, прачечными с бытовыми стиральными машинами. На территории студенческого городка функционируют столовые, буфеты, душевой павильон. В шаговой доступности от общежитий располагаются учебные корпуса, стадион и спортивные комплексы.
Студенческий городок УГНТУ получил высокую оценку, неоднократно признавался лучшим на республиканском конкурсе «На лучшую организацию воспитательной работы и социально-бытовых условий проживания студентов в общежитиях».
https://new.rusoil.net/page/studencheskiy-gorodok-i-socialnaya-infrastruktura-ugntu",
