long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment,obsh
Уфимский филиал Финансового Университета при Правительстве Российской Федерации,Уфимский филиал ФУ при Правительстве РФ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/ufa/,[],[],[],[],False,,False
Финансовый Университет при Правительстве Российской Федерации,ФУ при Правительстве РФ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/,[],[],[],[],True,,True
"Филиал ""Котельники"" Государственного Университета ""Дубна""","Филиал ""Котельники"" Университета ""Дубна""",Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/dubna.png,https://un-fkt.ru/,[],[],[],[],False,,False
"Филиал ""Протвино"" Государственного Университета ""Дубна""","Филиал ""Протвино"" Университета ""Дубна""",Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/dubna.png,http://www.uni-protvino.ru/,[],[],[],[],False,,False
Филиал «Взлёт» Московского авиационного института,Филиал «Взлёт» МАИ,Астраханская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://vzlet.mai.ru,['820192020202'],[],['vzlet-mai@mail.ru'],['vzlet-mai@mail.ru'],False,,False
Филиал «Стрела» Московского авиационного института,Филиал «Стрела» МАИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mai.png,https://strela.mai.ru/,['+7 495 556-66-55'],['+7 495 556-66-55'],['strela-mai@mail.ru'],['strela-mai@mail.ru'],False,,False
Филиал Адыгейского государственного университета в г. Белореченске,Филиал АГУ в г. Белореченске,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/adygnet.png,https://agubel.ru/,[],[],[],[],False,,False
Филиал Алтайского государственного университета в г. Белокурихе,Филиал АлтГУ в г. Белокурихе,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://www.asu.ru/structure/filials/belockuricha/,[],[],[],"['rector@asu.ru', 'prcom@asu.ru']",False,,False
Филиал Алтайского государственного университета в г. Бийске,Филиал АлтГУ в г. Бийске,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://www.asu.ru/structure/filials/biysk/,[],[],[],"['rector@asu.ru', 'prcom@asu.ru']",False,,False
Филиал Байкальского государственного университета в г. Усть-Илимск,Филиал БГУ в г. Усть-Илимск,Иркутская область,1,-1,https://tabiturient.ru/logovuz/bgu.png,https://uibgu.ru/,[],[],[],['info@uibgu.ru'],False,,False
Филиал Владивостокского государственного университета в г. Уссурийске,Филиал ВВГУ в г. Уссурийске,Приморский край,1,-1,https://tabiturient.ru/logovuz/vvsu.png,https://ussur.vvsu.ru/,['8 (4234) 32-28-23'],[],[],['ussur.abiturient@vvsu.ru'],False,,False
Филиал Воронежского государственного технического университета в г. Борисоглебске,Филиал ВГТУ в г. Борисоглебске,Воронежская область,1,-1,https://tabiturient.ru/logovuz/cchgeu.png,https://bf.cchgeu.ru/,['+7 (473) 271-53-15'],[],['bf@cchgeu.ru'],['priem@vgasu.vrn.ru'],False,,False
Филиал Глазовского государственного педагогического института имени В.Г. Короленко в г. Ижевске,Филиал ГГПИ в г. Ижевске,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/ggpi.png,http://fggpi.org.ru/,['8(3412)20-58-11'],['+7(3412)20-58-11'],[],['fggpi@yandex.ru'],False,,False
Филиал Дагестанского государственного технического университета в г. Дербенте,Филиал ДГТУ в г. Дербенте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-derbent,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],False,,True
Филиал Дагестанского государственного технического университета в г. Каспийске,Филиал ДГТУ в г. Каспийске,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-kaspiisk,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],False,,False
Филиал Дагестанского государственного технического университета в г. Кизляре,Филиал ДГТУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dstu.png,https://dstu.ru/sveden/filial-fgbou-vo-dgtu-v-g-kizlyar,[],['+7 (8722) 62-37-61'],['70dstu@dstu.ru'],['70dstu@dstu.ru'],False,,False
Филиал Дагестанского государственного университета в г. Дербенте,Филиал ДГУ в г. Дербенте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://dguderbent.ru/,[],[],[],[],False,,False
Филиал Дагестанского государственного университета в г. Избербаше,Филиал ДГУ в г. Избербаше,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://www.dgu-izberbash.ru/,[],[],[],[],False,,False
Филиал Дагестанского государственного университета в г. Кизляре,Филиал ДГУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://kizdgu.ru/,[],['81920212223'],[],[],False,,False
Филиал Дагестанского государственного университета в г. Хасавюрте,Филиал ДГУ в г. Хасавюрте,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/dgu.png,http://hasdgu.ru/,[],['891011121314'],[],[],False,,False
Филиал Керченского государственного морского технологического университета в г. Феодосия,Филиал КГМТУ в г. Феодосия,Республика Крым и Севастополь,1,-1,https://tabiturient.ru/logovuz/kgmtu.png,https://feo.kgmtu.ru/,[],[],[],[],False,,False
Филиал Кубанского государственного университета в г. Армавире,Филиал КубГУ в г. Армавире,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.arm.kubsu.ru,[],[],[],[],False,,False
Филиал Кубанского государственного университета в г. Геленджике,Филиал КубГУ в г. Геленджике,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.gel.kubsu.ru,[],[],['gel@kubsu.ru'],['gel@kubsu.ru'],False,,False
Филиал Кубанского государственного университета в г. Новороссийске,Филиал КубГУ в г. Новороссийске,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.nvr.kubsu.ru/new/,['8617) 61-28-79'],[],[],[],False,,False
Филиал Кубанского государственного университета в г. Славянске-на-Кубани,Филиал КубГУ в г. Славянске-на-Кубани,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,https://sgpi.ru/,[],['8(918)6680390'],[],[],False,,True
Филиал Кубанского государственного университета в г. Тихорецке,Филиал КубГУ в г. Тихорецке,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubsu.png,http://www.tih.kubsu.ru/,[],[],[],[],False,,False
Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Белово,Филиал КузГТУ им. Т.Ф. Горбачева в г. Белово,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,https://belovokyzgty.ru/,[],[],[],[],False,,False
Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Междуреченске,Филиал КузГТУ им. Т.Ф. Горбачева в г. Междуреченске,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,https://kuzstu.su/,[],[],"['kuzstu-pk@mail.ru', 'kuzstu@inbox.ru']",[],False,,False
Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Новокузнецке,Филиал КузГТУ им. Т.Ф. Горбачева в г. Новокузнецке,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,http://kuzstu-nf.ru/,['+7 (3843) 46-64-47'],[],['priem@kuzstu-nf.ru'],"['adm@kuzstu-nf.ru', 'priem@kuzstu-nf.ru']",False,,False
Филиал Кузбасского государственного технического университета имени Т. Ф. Горбачева в г. Прокопьевске,Филиал КузГТУ им. Т.Ф. Горбачева в г. Прокопьевске,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kuzstu.png,http://www.prk.kuzstu.ru/,"['8(3846)62-36-90', '8(3846)62-00-16']",['8(3846)62-00-16'],['kuzstu@rambler.ru'],"['kuzstu@rambler.ru', '112priem@gmail.com']",False,,False
Филиал Мурманского арктического государственного университета в г. Апатиты,Филиал МАГУ в г. Апатиты,Мурманская область,1,-1,https://tabiturient.ru/logovuz/masu.png,https://www.arcticsu.ru/,[],[],['apatity@arcticsu.ru'],[],False,,False
Филиал Магнитогорского государственного технического университета им. Г.И. Носова в г. Белорецк,Филиал МГТУ им. Г.И. Носова в г. Белорецк,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/magtu.png,http://filial.magtu.ru/,[],[],[],[],False,,False
Филиал МИРЭА - Российского технологического университета в г. Ставрополе,Филиал МИРЭА в г. Ставрополе,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/stavropol_mirea.png,http://stavropol.mirea.ru/,['+7 (8652) 56-20-66'],['+7 (8652) 56-45-46'],['stavropol@mirea.ru'],[],False,,False
Филиал МИРЭА - Российского технологического университета в г. Фрязино,Филиал МИРЭА в г. Фрязино,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/f_mirea.png,https://f-mirea.ru/,[],[],[],[],False,,False
Московский педагогический государственный университет в г. Черняховске,Филиал МПГУ в г. Черняховске,Калининградская область,1,-1,https://tabiturient.ru/logovuz/mpguchernyakhovskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/chernyakhovskiy-filial,[],[],[],['f_chernyakhovsk@mpgu.su'],True,,False
"Филиал Национального исследовательского университета ""Московский энергетический институт"" в г. Волжском",Филиал МЭИ в г. Волжском,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/mpei.png,https://www.vfmei.ru/bakalavr/,[],[],[],['vfmei@vfmei.ru'],False,,False
"Филиал Национального исследовательского университета ""Московский энергетический институт"" в г. Смоленске",Филиал МЭИ в г. Смоленске,Смоленская область,1,-1,https://tabiturient.ru/logovuz/mpei.png,https://sbmpei.ru/,[],['+7 (4812) 65-14-61'],['mail@sbmpei.ru'],[],False,,False
Филиал Орловского государственного университета имени И. С. Тургенева в г. Карачеве,Филиал ОГУ им. И.С. Тургенева в г. Карачеве,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/karachev/,[],[],[],[],False,,False
Филиал Орловского государственного университета имени И. С. Тургенева в г. Ливны,Филиал ОГУ им. И.С. Тургенева в г. Ливны,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/livny/,[],[],[],[],False,,False
Филиал Орловского государственного университета имени И. С. Тургенева в г. Мценске,Филиал ОГУ им. И.С. Тургенева в г. Мценске,Орловская область,1,-1,https://tabiturient.ru/logovuz/oreluniver.png,https://oreluniver.ru/branch/mtsensk/,[],[],[],[],False,,False
Филиал Омского государственного педагогического университета в г. Таре,Филиал ОмГПУ в г. Таре,Омская область,1,-1,https://tabiturient.ru/logovuz/omgpu.png,https://tara.omgpu.ru/,[],[],[],['tfomgpu@mail.ru'],False,,False
Филиал Российского государственного гидрометеорологического университета в г. Туапсе,Филиал РГГМУ в г. Туапсе,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rshu.png,http://tuapse.rshu.ru/,[],[],[],[],False,,False
Филиал Российского государственного гуманитарного университета в г. Домодедово,Филиал РГГУ в г. Домодедово,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/domrsuh.png,http://dom-rsuh.ru/,[],[],['pk@dom-rsuh.ru'],[],False,,False
Филиал Российского государственного социального университета в г. Анапа,Филиал РГСУ в г. Анапа,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/anapargsu.png,https://anapa.rgsu.net/,[],[],[],[],False,,False
Филиал Российского государственного социального университета в г. Клин,Филиал РГСУ в г. Клин,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/klinrgsu.png,https://klin.rgsu.net/,[],[],[],[],False,,False
Филиал Российского государственного социального университета в г. Павловский Посад,Филиал РГСУ в г. Павловский Посад,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/pavlovskyrgsu.png,https://pavlovsky.rgsu.net/,[],[],[],[],False,,False
Филиал Российского государственного социального университета в г. Пятигорск,Филиал РГСУ в г. Пятигорск,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/pyatigorskrgsu.png,https://pyatigorsk.rgsu.net/,[],[],[],[],False,,False
Филиал Российского государственного социального университета в г. Сочи,Филиал РГСУ в г. Сочи,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/sochirgsu.png,https://sochi.rgsu.net/,[],[],[],[],False,,False
"Филиал ФГБОУ ВО ""Российский государственный университет имени А.Н. Косыгина"" в г. Новосибирске",Филиал РГУ им. А.Н. Косыгина (НТИ) в г. Новосибирске,Новосибирская область,1,-1,https://tabiturient.ru/logovuz/kosygin.png,https://www.ntirgu.ru/,"['+7 (383) 222-20-65', '+7 (383) 222-33-09']",[],[],"['abitura@ntirgu.ru', 'dekanat@ntirgu.ru']",False,,False
"Филиал ФГБОУ ВО ""Российский государственный университет имени А.Н. Косыгина"" в г. Твери",Филиал РГУ им. А.Н. Косыгина в г. Твери,Тверская область,1,-1,https://tabiturient.ru/logovuz/kosygin.png,https://rgu-tver.ru/,[],[],[],[],False,,False
Филиал Российского Государственного Университета Нефти и Газа им. Губкина в г. Оренбурге,Филиал РГУНГ им. И.М. Губкина в г. Оренбурге,Оренбургская область,1,-1,https://tabiturient.ru/logovuz/orengubkin.png,https://oren.gubkin.ru/,['+7 (3532) 62-94-21'],[],[],['oren@gubkin.pro'],False,,False
Филиал Филиал Ростовского государственного университета путей сообщения в г. Воронеже,Филиал РГУПС в г. Воронеже,Воронежская область,1,-1,https://tabiturient.ru/logovuz/rgups.png,https://vfrgups.ru/,[],[],[],[],False,,False
Филиал Ростовского государственного университета путей сообщения в г. Туапсе,Филиал РГУПС в г. Туапсе,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/rgups.png,http://www.rgups-tuapse.ru/,[],[],[],[],False,,False
Филиал Российского государственного университета туризма и сервиса в г. Махачкале,Филиал РГУТИС в г. Махачкале,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/rguts.png,https://rgutis05.ru/,[],[],[],[],False,,False
Филиал Российского экономического университета имени Г.В. Плеханова в г. Пятигорске,Филиал РЭУ им. Плеханова в г. Пятигорске,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/reu.png,https://pyatigorsk.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],False,,False
Филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Коряжме,Филиал САФУ в г. Коряжме,Архангельская область,1,-1,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/kf/,[],[],['webmaster@narfu.ru'],[],False,,True
Филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Северодвинске,Филиал САФУ в г. Северодвинске,Архангельская область,1,-1,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/sf/,[],[],['sev.news@narfu.ru'],[],False,,True
Филиал Санкт-Петербургского государственного экономического университета в г. Кизляре,Филиал СПбГЭУ в г. Кизляре,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/spbgeu.png,http://www.kiz-engec.ru/,[],[],[],['abitur@kiz-engec.ru'],False,,False
Филиал Самарского государственного технического университета в г. Белебее Республики Башкортостан,Филиал СамГТУ в г. Белебее Республики Башкортостан,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/samgtu.png,https://bf.samgtu.ru/,[],[],[],['bf@samgtu.ru'],False,,False
Филиал Самарского государственного технического университета в г. Новокуйбышевске,Филиал СамГТУ в г. Новокуйбышевске,Самарская область,1,-1,https://tabiturient.ru/logovuz/samgtu.png,http://nf.samgtu.ru/,"['8 (846) 379-19-30', '8 (846) 379-19-32']",[],[],['director@nf.samgtu.ru'],True,,True
Филиал Самарского государственного технического университета в г. Сызрани,Филиал СамГТУ в г. Сызрани,Самарская область,1,-1,https://tabiturient.ru/logovuz/samgtu.png,http://sfsamgtu.ru/,[],[],[],[],False,,False
Филиал Сибирского государственного университета науки и технологий имени академика М.Ф. Решетнева г. Лесосибирске,Филиал СибГУ им. М.Ф. Решетнева в г. Лесосибирске,Красноярский край,1,-1,https://tabiturient.ru/logovuz/sibsau.png,http://lfsibgu.ru/,[],[],['lf@sibsau.ru'],[],False,,False
Филиал Тюменского индустриального университета в г. Нижневартовске,Филиал ТИУ в г. Нижневартовске,Ханты-Мансийский автономный округ — Югра,1,-1,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/branches/nizhnevartovsk,[],[],[],[],False,,True
Филиал Тюменского индустриального университета в г. Сургуте,Филиал ТИУ в г. Сургуте,Ханты-Мансийский автономный округ — Югра,1,-1,https://tabiturient.ru/logovuz/tiu.png,https://www.tyuiu.ru/branches/surgut/,[],[],[],[],False,,True
Филиал Уфимского государственного нефтяного технического университета в г. Салавате,Филиал УГНТУ в г. Салавате,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/rusoil.png,https://slv.rusoil.net/,[],[],[],[],False,,False
Филиал Уфимского государственного нефтяного технического университета в г. Стерлитамаке,Филиал УГНТУ в г. Стерлитамаке,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/rusoil.png,https://str.rusoil.net/,['8 (3473) 24-25-12'],[],[],['str@rusoil.net'],False,,False
Филиал Ухтинского государственного технического университета в г. Усинске,Филиал УГТУ в г. Усинске,Республика Коми,1,-1,https://tabiturient.ru/logovuz/ugtu.png,http://uf.ugtu.net/,[],[],[],[],False,,False
Филиал Уфимского университета науки и технологий в г. Ишимбае,Филиал УУНиТ в г. Ишимбае,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/bashgu.png,https://uust.ru/if,[],[],[],"['ishimbay@uust.ru', 'abiturient@uust.ru']",False,,False
Филиал Уфимского университета науки и технологий в г. Кумертау,Филиал УУНиТ в г. Кумертау,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/bashgu.png,https://uust.ru/kumertau/,[],[],[],"['kumertau@uust.ru', 'abiturient@uust.ru']",False,,False
Филиал Удмуртского государственного университета в г. Воткинске,Филиал УдГУ в г. Воткинске,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/udsu.png,https://www.vudgu.ru/,[],[],[],[],False,,False
Филиал Удмуртского государственного университета в г. Можге,Филиал УдГУ в г. Можге,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/udsu.png,https://udgum.ru/,['+7 (3412) 91-62-62'],[],[],['prikom@udsu.ru'],False,,False
Филиал Удмуртского государственного университета в г. Нижняя Тура,Филиал УдГУ в г. Нижняя Тура,Свердловская область,1,-1,https://tabiturient.ru/logovuz/udsu.png,http://udgutura.ru/,[],[],[],[],False,,False
Филиал Уральского государственного университета путей сообщения в г. Нижнем Тагиле,Филиал УрГУПС в г. Нижнем Тагиле,Свердловская область,1,-1,https://tabiturient.ru/logovuz/usurt.png,https://nizht.usurt.ru/,[],[],[],[],False,,False
Филиал Уральского государственного университета путей сообщения в г. Тюмени,Филиал УрГУПС в г. Тюмени,Тюменская область,1,-1,https://tabiturient.ru/logovuz/usurt.png,https://tum.usurt.ru/,[],[],[],[],False,,False
Филиал Уральского федерального университета в Верхней Салде,Филиал УрФУ в Верхней Салде,Свердловская область,1,-1,https://tabiturient.ru/logovuz/vsaldaurfu.png,https://vsalda.urfu.ru/ru/,[],[],[],[],False,,True
Филиал Уральского федерального университета в Краснотурьинске,Филиал УрФУ в Краснотурьинске,Свердловская область,1,-1,https://tabiturient.ru/logovuz/ktururfu.png,https://ktur.urfu.ru/ru/,[],[],[],[],False,,False
Филиал Уральского федерального университета в городе Невьянск,Филиал УрФУ в г. Невьянск,Свердловская область,1,-1,https://tabiturient.ru/logovuz/nskurfu.png,http://nsk.urfu.ru/,[],[],[],[],False,,False
Филиал Южно-Уральского государственного университета в г. Златоусте,Филиал ЮУрГУ в г. Златоусте,Челябинская область,1,-1,https://tabiturient.ru/logovuz/susu.png,https://zb.susu.ru/,['89000650708'],[],[],['zlat-susu@ya.ru'],False,,False
Филиал Южно-Уральского государственного университета в г. Нижневартовске,Филиал ЮУрГУ в г. Нижневартовске,Ханты-Мансийский автономный округ — Югра,1,-1,https://tabiturient.ru/logovuz/susu.png,https://nv.susu.ru/,['+7(3466) 27-25-30'],[],[],['comm-nv@susu.ru'],False,,False
Филиал Южно-Уральского государственного университета в г. Миассе,Филиал ЮУрГУ в. Миассе,Челябинская область,1,-1,https://tabiturient.ru/logovuz/susu.png,https://www.miass.susu.ru/,['+7 (3513) 53-11-73'],[],[],['miass@susu.ru'],False,,False
Филиал Южного федерального университета в г. Геленджике,Филиал ЮФУ в г. Геленджике,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/sfedu.png,https://gelsfedu.ru/,[],[],['gel_f@sfedu.ru'],[],False,,False
Филиал Южного федерального университета в г. Махачкале,Филиал ЮФУ в г. Махачкале,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/sfedu.png,https://sfedu.ru/www/stat_pages22.show?p=MF/N11207/P&x=ELS/100000000000000,[],[],[],[],False,,False
Филиал Южного федерального университета в г. Новошахтинске,Филиал ЮФУ в г. Новошахтинске,Ростовская область,1,-1,https://tabiturient.ru/logovuz/sfedu.png,http://nshf.sfedu.ru/,[],[],[],[],False,,False
Хабаровский государственный институт искусств и культуры,ХГИК,Хабаровский край,1,-1,https://tabiturient.ru/logovuz/hgiik.png,http://hgiik.ru/,[],[],['rector@hgiik.ru'],[],False,,True
Хакасский государственный университет им. Н.Ф. Катанова,ХГУ им. Н.Ф. Катанова,Республика Хакасия,1,3,https://tabiturient.ru/logovuz/khsu.png,http://khsu.ru/,[],[],[],[],False,,True
Хабаровский государственный университет экономики и права,ХГУЭП,Хабаровский край,1,6,https://tabiturient.ru/logovuz/ael.png,http://www.ael.ru/,[],[],[],[],False,,True
Хабаровский институт инфокоммуникаций (филиал) Сибирского государственного университета телекоммуникаций и информатики,ХИИК СибГУТИ,Хабаровский край,1,-1,https://tabiturient.ru/logovuz/sibsutis.png,http://www.hiik.ru/,[],[],[],[],False,,False
Ханты-Мансийская государственная медицинская академия,ХМГМА,Ханты-Мансийский автономный округ — Югра,1,7,https://tabiturient.ru/logovuz/hmgma.png,https://hmgma.ru/,[],[],[],['priemnaya@hmgma.ru'],False,,True
Хакасский технический институт - филиал Сибирского федерального университета,ХТИ - филиал СФУ,Республика Хакасия,1,-1,https://tabiturient.ru/logovuz/sfu.png,https://khti.ru/,[],[],[],[],False,,True
Центральный филиал Российского Государственного Университета Правосудия (г. Воронеж),ЦФ ФГБОУВО «РГУП»,Воронежская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://cb.rgup.ru/,"['+7 (473) 276-58-40', '+7 (473) 271-54-15']",[],[],['cfrap@mail.ru'],False,,True
Чайковская государственная академия физической культуры и спорта,ЧГАФКиС,Пермский край,1,3,https://tabiturient.ru/logovuz/chifk.png,http://www.chifk.ru/,[],['88007777555'],['info@1xbet-team.com'],[],False,,True
Челябинский государственный институт культуры,ЧГИК,Челябинская область,1,-1,https://tabiturient.ru/logovuz/chgik.png,https://chgik.ru/,['+73512689522'],['+73512689522'],['gieil83@mail.ru'],['pri-kom@chgaki.ru'],False,,True
Чувашский государственный институт культуры и искусств,ЧГИКИ,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/chgiki.png,https://chgiki.ru/,[],[],[],[],False,,True
Чурапчинский государственный институт физической культуры и спорта,ЧГИФКИС,Республика Саха (Якутия),1,3,https://tabiturient.ru/logovuz/chgifkis.png,http://www.chgifkis.ru/ru/index.php,[],[],[],[],False,,True
Читинская государственная медицинская академия,ЧГМА,Забайкальский край,1,7,https://tabiturient.ru/logovuz/chitgma.png,https://chitgma.ru/,[],['8 (3022) 35-43-24'],['pochta@chitgma.ru'],[],False,,True
Чеченский государственный педагогический университет,ЧГПУ,Чеченская республика,1,6,https://tabiturient.ru/logovuz/chspu.png,https://chspu.ru/,"['+7(8712) 21-21-35', '+7(8712) 22-43-00', '+7 (8712) 21-21-35']",[],[],"['pk@chspu.ru', 'rector@chspu.ru']",False,,True
Чувашский государственный педагогический университет имени И. Я. Яковлева,ЧГПУ им. И. Я. Яковлева,Чувашская Республика,1,5,https://tabiturient.ru/logovuz/chgpu.png,http://www.chgpu.edu.ru/,[],[],[],[],False,,True
Череповецкий государственный университет,ЧГУ,Вологодская область,1,5,https://tabiturient.ru/logovuz/chsu.png,https://www.chsu.ru/,[],[],[],[],True,,True
Чеченский государственный университет имени А.А. Кадырова,ЧГУ им. А.А. Кадырова,Чеченская республика,1,3,https://tabiturient.ru/logovuz/chesu.png,https://chesu.ru/,"['+7 (8712) 29-55-53', '+7 (8712) 29-48-32']","['+7 (8712) 29-48-32', '+7 (8712) 29-49-93', '+7 (8712) 29-00-04']",[],[],False,,False
Чувашский государственный университет имени И.Н. Ульянова,ЧГУ им. И.Н. Ульянова,Чувашская Республика,1,7,https://tabiturient.ru/logovuz/chuvsu.png,https://www.chuvsu.ru/,[],"['+7 (8352) 58-30-36', '+7 (8352) 45-23-39']",['office@chuvsu.ru'],[],True,,True
Челябинский институт путей сообщения (филиал) Уральского государственного университета путей сообщения,ЧИПС УрГУПС,Челябинская область,1,-1,https://tabiturient.ru/logovuz/usurt.png,https://chirt.usurt.ru/,[],['+7 (351) 219-03-03'],['TPolovova@usurt.ru'],[],False,,False
Чайковский филиал Пермского национального исследовательского политехнического университета,ЧФ ПНИПУ,Пермский край,1,-1,https://tabiturient.ru/logovuz/pstu.png,https://pnipu.ru/index.php/ru/,[],[],"['ok@pnipu.ru', 'priem_chf@pnipu.ru']",[],False,,False
Чебоксарский институт (филиал) Московского политехнического университета,Чебоксарский институт Московского политеха,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://www.polytech21.ru/,[],[],['rektorat@polytech21.ru'],"['rektorat@polytech21.ru', 'it@polytech21.ru']",False,,False
Чебоксарский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Чебоксарский филиал РАНХиГС,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/cheb_ranepa.png,https://cheb.ranepa.ru/,[],[],[],[],False,,False
Челябинский государственный университет,ЧелГУ,Челябинская область,1,7,https://tabiturient.ru/logovuz/csu.png,http://www.csu.ru/,[],[],[],[],False,,True
Челябинский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Челябинский филиал РАНХиГС,Челябинская область,1,-1,https://tabiturient.ru/logovuz/chel_ranepa.png,https://chel.ranepa.ru/,[],[],[],"['in@chel.ranepa.ru', 'director@chel.ranepa.ru']",False,,False
Чистопольский филиал «Восток» Казанского национального исследовательского технического университета имени А. Н. Туполева,Чистопольский филиал «Восток» КНИТУ-КАИ,Республика Татарстан,1,-1,https://tabiturient.ru/logovuz/kai.png,http://vostok.kai.ru/,[],[],['kgtuvostok@mail.ru'],[],False,,False
Читинский институт (филиал) Байкальского государственного университета,Читинский институт БГУ,Забайкальский край,1,-1,https://tabiturient.ru/logovuz/bgu.png,http://bgu-chita.ru/,[],['+7 (914) 476-9071'],['priem@bgu-chita.ru'],[],False,,False
Чувашский государственный аграрный университет,Чувашский ГАУ,Чувашская Республика,1,3,https://tabiturient.ru/logovuz/academy21.png,http://academy21.ru/,[],[],[],[],False,,True
Чукотский филиал Северо-Восточного федерального университета имени М.К. Аммосова в г. Анадырь,Чукотский филиал СВФУ им. М.К. Аммосова в г. Анадырь,Чукотский автономный округ,1,-1,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/abit/detail.php?SECTION_ID=5473,[],[],[],[],False,,False
Шадринский государственный педагогический университет,ШГПУ,Курганская область,1,5,https://tabiturient.ru/logovuz/shgpiedu.png,http://shgpi.edu.ru/,[],[],[],[],False,,True
