direction,profile,program_code,vuz,faculty,exams,scores,forms
Сервис,Сервис,43.03.01,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,Сервис,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Туризм,Туризм,43.03.02,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,Туризм,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,Экономика,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Дизайн,Дизайн,54.03.01,Автономная некоммерческая организация высшего образования «Институт гуманитарного образования и информационных технологий»,Дизайн,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Частное учреждение высшего образования «Московская академия предпринимательства»,Государственное и муниципальное управление,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Дизайн,Дизайн,54.03.01,Частное учреждение высшего образования «Московская академия предпринимательства»,Дизайн,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Информационные системы и технологии,Информационные системы и технологии,09.03.02,Частное учреждение высшего образования «Московская академия предпринимательства»,Информационные системы и технологии,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Лингвистика,Лингвистика,45.03.02,Частное учреждение высшего образования «Московская академия предпринимательства»,Лингвистика,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Частное учреждение высшего образования «Московская академия предпринимательства»,Менеджмент,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Педагогическое образование,Педагогическое образование,44.03.01,Частное учреждение высшего образования «Московская академия предпринимательства»,Педагогическое образование,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,Частное учреждение высшего образования «Московская академия предпринимательства»,Психология,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Торговое дело,Торговое дело,38.03.06,Частное учреждение высшего образования «Московская академия предпринимательства»,Торговое дело,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Частное учреждение высшего образования «Московская академия предпринимательства»,Экономика,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Частное учреждение высшего образования «Московская академия предпринимательства»,Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Государственное и муниципальное управление,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Журналистика,Журналистика,42.03.02,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Журналистика,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Лингвистика,Лингвистика,45.03.02,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Лингвистика,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Менеджмент,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Психология,[],"[['очная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Реклама и связи с общественностью,Реклама и связи с общественностью,42.03.01,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Реклама и связи с общественностью,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Экономика,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Автономная некоммерческая организация высшего образования «Московский Международный университет»,Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная'], ['до']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'ДО',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Негосударственное образовательное учреждение организация высшего образования «Российская академия адвокатуры и нотариата»,Юриспруденция,[],"[['+', 'очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная', 'score': '+', 'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Журналистика,Журналистика,42.03.02,Автономная некоммерческая организация высшего образования «Медиа Институт Телевидения и Радиовещания «Останкино»,Журналистика,[],"[['очная'], ['заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Реклама и связи с общественностью,Реклама и связи с общественностью,42.03.01,Автономная некоммерческая организация высшего образования «Медиа Институт Телевидения и Радиовещания «Останкино»,Реклама и связи с общественностью,[],"[['очная'], ['заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Хореографическое искусство,Хореографическое искусство,52.03.01,Автономная некоммерческая организация «Образовательная организация высшего образования «Институт имени Народного артиста СССР И.Д. Кобзона»,Хореографическое искусство,[],"[['заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Образовательная автономная некоммерческая организация высшего образования «Московский институт технологий и управления»,Менеджмент,[],"[['очно-заочная']]","[{'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Прикладная информатика,Прикладная информатика,09.03.03,Образовательная автономная некоммерческая организация высшего образования «Московский институт технологий и управления»,Прикладная информатика,[],"[['очно-заочная']]","[{'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,Образовательная автономная некоммерческая организация высшего образования «Московский институт технологий и управления»,Психология,[],"[['очно-заочная']]","[{'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Управление персоналом,Управление персоналом,38.03.03,Образовательная автономная некоммерческая организация высшего образования «Московский институт технологий и управления»,Управление персоналом,[],"[['очно-заочная']]","[{'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Образовательная автономная некоммерческая организация высшего образования «Московский институт технологий и управления»,Экономика,[],"[['очно-заочная']]","[{'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Государственное и муниципальное управление,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Журналистика,Журналистика,42.03.02,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Журналистика,[],"[['заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
История искусств,История искусств,50.03.03,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,История искусств,[],"[['заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Менеджмент,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Педагогическое образование,Педагогическое образование,44.03.01,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Педагогическое образование,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Психология,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психолого-педагогическое образование,Психолого-педагогическое образование,44.03.02,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Психолого-педагогическое образование,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Социология,Социология,39.03.01,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Социология,[],"[['заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Экономика,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,"Негосударственное частное образовательное учреждение высшего образования «Московский институт экономики, политики и права»",Менеджмент,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,"Негосударственное частное образовательное учреждение высшего образования «Московский институт экономики, политики и права»",Психология,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,"Негосударственное частное образовательное учреждение высшего образования «Московский институт экономики, политики и права»",Экономика,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,"Негосударственное частное образовательное учреждение высшего образования «Московский институт экономики, политики и права»",Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Гостиничное дело,Гостиничное дело,43.03.03,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Гостиничное дело,[],"[['очная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Государственное и муниципальное управление,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Лингвистика,Лингвистика,45.03.02,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Лингвистика,[],"[['очная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Международные отношения,Международные отношения,41.03.05,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Международные отношения,[],"[['очная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Менеджмент,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Прикладная информатика,Прикладная информатика,09.03.03,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Прикладная информатика,[],"[['очная'], ['заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Психология,Психология,37.03.01,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Психология,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Реклама и связи с общественностью,Реклама и связи с общественностью,42.03.01,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Реклама и связи с общественностью,[],"[['очная'], ['заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Туризм,Туризм,43.03.02,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Туризм,[],"[['очная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Экономика,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Юриспруденция,Юриспруденция,40.03.01,Образовательное частное учреждение высшего образования «Московский инновационный университет»,Юриспруденция,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Театроведение,Театроведение,52.03.05,Автономная некоммерческая организация высшего образования «Высшая школа сценических искусств»,Театроведение,[],"[['очная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Технология художественного оформления спектакля,Технология художественного оформления спектакля,52.03.04,Автономная некоммерческая организация высшего образования «Высшая школа сценических искусств»,Технология художественного оформления спектакля,[],"[['очная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Государственное и муниципальное управление,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Менеджмент,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Реклама и связи с общественностью,Реклама и связи с общественностью,42.03.01,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Реклама и связи с общественностью,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Сервис,Сервис,43.03.01,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Сервис,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Экономика,Экономика,38.03.01,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Экономика,[],"[['очная'], ['заочная'], ['очно-заочная']]","[{'education_form2': 'Очная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Государственное и муниципальное управление,Государственное и муниципальное управление,38.03.04,Автономная некоммерческая организация высшего образования «Институт экономики и управления в промышленности»,Государственное и муниципальное управление,[],"[['заочная'], ['очно-заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
Менеджмент,Менеджмент,38.03.02,Автономная некоммерческая организация высшего образования «Институт экономики и управления в промышленности»,Менеджмент,[],"[['заочная'], ['очно-заочная']]","[{'education_form2': 'Заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}, {'education_form2': 'Очно-заочная',  'score': None,'free_places': None, 'average_score': None, 'olympic': None, 'price': '+'}]"
